Artifact ID,Conference,Evaluator,Paper title,Artifact app. link,Artifact link,badge,comments,metadata found,New URL,artifact found,artifact complete,Outcome,candidate,docker image,docker build code,conda/mamba/Jupyter/pyenv,requirements.txt,bash scripts,rust scripts,go scripts,other,install fully scripted,built for reuse,pointer to paper from artifact,pointer to artifact from paper,CPU,Mem,Disk,GPU,API,OS,Software,Topology,Changes needed
67,PETS 2025,Evaluator 1,Hypersphere Secure Sketch Revisited: Probabilistic Linear Regression Attack on IronMask in Multiple Usage,,https://github.com/page0egap/probabilistic-linear-regression-attack-hypersphere-secure-sketch/tree/056cd39eaa2b52e400738dce0e039687b6ec7530,F,,ARTIFACT-EVALUATION.md,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PETS 2025,Evaluator 1,Maliciously Secure Circuit Private Set Intersection via SPDZ-Compatible Oblivious PRF,,https://github.com/liang-xiaojian/McPSI/tree/4a1a3c0b9fcf6375e9c31849c34e389aa79920b9,F,,README.md,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,ACSAC 2024,Evaluator 2,BlueScream: Screaming Channels on Bluetooth Low Energy,https://secartifacts.github.io/acsac2024/results,https://github.com/pierreay/screaming_channels_ble/blob/main/docs/demo_20240828_acsac/README.md,R,"under subdirectory of github repo, require extra download from zenodo via curl/wget",README.md,,y,y,40min,y,,y,,,,,,,n,y,n,y,not-found,not-found,8GB,no,not-found,Ubuntu in docker,"Docker, python, soapysdr",A51topo.py,"install docker, buildx"
53,ACSAC 2024,Evaluator 1,Practical Light Clients for Committee-Based Blockchains,https://secartifacts.github.io/acsac2024/results,https://anonymous.4open.science/r/research-project-G8KJ41/,R,NOT FOUND,,"NOT IN PAPER, claims it will",n2,x,not-found,,,,,,,,,,,,,,,,,,,,,,
52,ACSAC 2024,Evaluator 1,Adversarially Guided Stateful Defense Against Backdoor Attacks in Federated Deep Learning,https://secartifacts.github.io/acsac2024/results,https://github.com/anonymous-anonymous-dev/AGSD.git,R,NOT FOUND,,https://github.com/hassanalikhatim/AGSD,y2,n,"NO: missing data, installs in 10m but doesn't run",y,,,y,,,,,,y,n,w,y,,,,,,,,,
51,ACSAC 2024,Evaluator 2,I Can Show You the World (of Censorship): Extracting Insights from Censorship Measurement Data Using Statistical Techniques,https://secartifacts.github.io/acsac2024/results,https://github.com/censorship-event-detection/acsac-censorship-event-detection,R,,README.md,,y,y,15m,y,,,,y,,,,,y,n,n,y,,,,,,macOS/Linux,Python 3.9,A51topo.py,
50,ACSAC 2024,Evaluator 2,I'll Be There for You! Perpetual Availability in the A^8 MVX System,https://secartifacts.github.io/acsac2024/results,https://1drv.ms/u/s!AhnNtaOjydZKb1_xHC_42hvxojw?e=csCS2o,R,zip on Onedrive,README.pdf,,y,y,1h,y,,,,y,y,,,README,n,y,n,n,,,,,,Linux (Ubuntu),"kernel module, libconfig, criu, libvma, build-essential",A50topo.py,"Edit configuration files for IP addresses, a lot of compile, changing bootstrap shell script to resolve rpl [-R] error, manual run pip3 install for requirement stuck on XDC, hand debug compile error, manual kernel module insertion (insmod)"
49,ACSAC 2024,Evaluator 1,CryptoPyt: Unraveling Python Cryptographic APIs Misuse With Precise Static Taint Analysis,https://secartifacts.github.io/acsac2024/results,https://anonymous.4open.science/r/cryptopyt-1CC6/README.md,R,NOT FOUND,,"1. CryptoPyt is available at https://github.com/cryptopyt/cryptopyt 2. PCAMD is available at https://github.com/cryptopyt/PCAMD, but EMPTY user dir, no repos",n2,x,not-found,,,,,,,,,,,,,,,,,,,,,not-found,
48,ACSAC 2024,Evaluator 2,A Security Alert Investigation Tool Supporting Tier 1 Analysts in Contextualizing and Understanding Network Security Events,https://secartifacts.github.io/acsac2024/results,https://gitlab.tue.nl/aiss,R,README overlapped and has multiple ones in different subdirectories ,README.md,,y-but-effort,y,need virtualbox for VM install,n,,,,,,,,VM image,n,n,,,4 cores,16GB (10 GB min),,,,VirtualBox .ova,"Security Onion, AISS",Single VM,
47,ACSAC 2024,Evaluator 2,SECvma: Virtualization-based Linux Kernel Protection for Arm,https://secartifacts.github.io/acsac2024/results,https://github.com/ae-acsac24-44/acsac24-paper240-ae.git,R,,README.md,,y,y,need ARM architecture,n,,,,,y,,,VM image,n,n,,,>=2 cores,64GB,,,,Ubuntu 20.04,"build-essential, qemu-utils, u-boot-tools",Two physical Arm machines (server and client),
46,ACSAC 2024,Evaluator 1,TATTOOED: A Robust Deep Neural Network Watermarking Scheme based on Spread-Spectrum Channel Coding,https://secartifacts.github.io/acsac2024/results,https://anonymous.4open.science/r/tattooed_artifact_evaluation-7870/README.md,R,NOT FOUND,,NOT IN PAPER,n2,x,not-found,,,,,,,,,,,,,,,,,,,,,not-found,
45,ACSAC 2024,Evaluator 1,Leaky Autofill: An Empirical Study on the Privacy Threat of Password Managers' Autofill Functionality,https://secartifacts.github.io/acsac2024/results,https://github.com/Leaky-Autofill/LeakyAutofill-Artifact,R,,README.md,,y,y,need GUI for the run,n,,,,,,,,.ova VM,n,y,,,,16GB,512 GB,,,"Windows 11, macOS Monterey 12.7.4","Python 3.11, selenium, pywin32, loguru, psutil, Chrome, Firefox, Edge, Opera, Brave, Chromedriver, Geckodriver, Msedgedriver, VirtualBox",Single machine,
44,ACSAC 2024,Evaluator 2,ViTGuard: Attention-aware Detection against Adversarial Examples for Vision Transformer,https://secartifacts.github.io/acsac2024/results,https://gitfront.io/r/user-5409342/8LbaoHMLR6nL/ViTGuard/,R,NOT FOUND,,"NOT IN PAPER, claims it will",n,x,not-found,,,,,,,,,,,,,,,,,,,,,not-found,
43,ACSAC 2024,Evaluator 2,R+R: A Systematic Study of Cryptographic Function Identification Approaches in Binaries,https://secartifacts.github.io/acsac2024/results,https://github.com/cryptobinarybenchmark/CryptoBinary-Benchmarks,R,"NOT FOUND (repo exist no artifact eval related documentation, no ref on how to evaluate or even explaination to the code)",README.md,,n,x,not-found,,,,,,,,,,,,,,,,,,,,,not-found,
42,ACSAC 2024,Evaluator 2,Model-Manipulation Attacks Against Black-Box Explanations,https://secartifacts.github.io/acsac2024/results,https://github.com/achyuthegde/xai-backdoors-makrut,R,,README.md,,y,y,need GPU,n,,,y,,,,,,n,y,,,,64 GB RAM,, 4 NVIDIA RTX 4090 GPUs,,,,Single machine,
41,ACSAC 2024,Evaluator 2,Manifest Problems: Analyzing Code Transparency for Android Application Bundles,https://secartifacts.github.io/acsac2024/results,https://github.com/asit-fdraschbacher/artifacts_manifest_problems,R,,README.md,,y,y,need GUI and Andorid device,n,,,,,,,,step by step guide for adb and gui instructions,n,n,,,,8GB+,,,,Ubuntu or MacOS Sonoma,,Single machine,
40,ACSAC 2024,Evaluator 1 and Evaluator 2,FedCAP: Robust Federated Learning via Customized Aggregation and Personalization,https://secartifacts.github.io/acsac2024/results,https://github.com/Anonymouous0/FedCAP,R,NOT FOUND,,"NOT IN PAPER, but google search finds it at https://github.com/youpengl/FedCAP",y2,n,"NO: conda errors out, tried dockerfile, when ran, throws files not found error; turns out data is completely missing, /data dir containing only README that claims to have data in the dir but nothing found.",y,y,,y,,,,,,y,n,y,n,,,,,,,,not-found,
39,ACSAC 2024,Evaluator 2,BinHunter: A Fine-Grained Graph Representation for Localizing Vulnerabilities in Binary Executables,https://secartifacts.github.io/acsac2024/results,https://github.com/SimaArasteh/binhuntertool,R,DATA NOT FOUND,README.md,,y,n,NO: Missing data.zip to proceed (14min),y,,y,,y,,,,,n,n,y,y,12 cores,256 GB,,,,Linux,"Docker, python3-pip, requirements.txt dependencies, git, unzip",A39topo.py,install docker
38,ACSAC 2024,Evaluator 2,Privacy-Preserving Verifiable Neural Network Inference Service,https://secartifacts.github.io/acsac2024/results,https://github.com/vt-asaplab/vPIN/tree/ACSAC_2024,R,,README.md,,y,y,"25min? (rerun this when we have time, originally 1h+ when counting test run)",y,,,,y,,,,,y,y,y,y,,230GB,,,,,,A39topo.py,
37,ACSAC 2024,Evaluator 2,Efficient Secure Aggregation for Privacy-Preserving Federated Machine Learning,https://secartifacts.github.io/acsac2024/results,https://github.com/vt-asaplab/e-SeaFL/tree/ACSAC_2024,R,,README.md,,y,y,16min,y,,,,,y,,,,y,y,y,y,,,,,,,"Python 3.8+, C++, openssl",A39topo.py,
36,ACSAC 2024,Evaluator 2,FA-SEAL: Forensically Analyzable Symmetric Encryption for Audit Logs,https://secartifacts.github.io/acsac2024/results,https://github.com/BasantaChaulagain/faseal,R,,README.md,,y,y,13min,y,,,,y,,,,,n,n,n,y,,,,,,Ubuntu 20.04.06,"C++, Python3",A37topo.py,"change makefile, install python3-dev"
35,ACSAC 2024,Evaluator 2,R+R: Security Vulnerability Dataset Quality Is Critical,https://secartifacts.github.io/acsac2024/results,https://github.com/Anurag-Swarnim-Yadav/DatasetQuality,R,,README.md,,y,y,36 min,y,,,,y,,,,,n,y,y,y,,,,NVIDIA A100-SXM4-80GB(optional),,Linux,"Anaconda3 4.9.2, Conda 4.9.2, Python 3.10.12, Git, Pip",A35topo.py,Require manual install of uncompatible packages
34,ACSAC 2024,Evaluator 1,VaktBLE: A Benevolent Man-in-the-Middle Bridge to Guard against Malevolent BLE Connections,https://secartifacts.github.io/acsac2024/results,https://anonymous.4open.science/r/vaktble-ble-defender/,R,NOT FOUND,,https://github.com/asset-group/vakt-ble-defender,y2,y,Needs special hardware,n,,,,,y,,,,n,,,,,,,,,,,not-found,not-found
33,ACSAC 2024,Evaluator 2,Sidecar: Leveraging Debugging Extensions in Commodity Processors to Secure Software,https://secartifacts.github.io/acsac2024/results,https://github.com/kleftog/sidecar-ae,R,,README.md,,y,y,"Require Intel Processor Trace (PT), PTWRITE instruction or CoreSight STM",n,,,,,y,,,,n,y,,,Intel Processor Trace (PT) and specifically the x86 PTWRITE instruction,,,,,,,Single machine,Hardware setup
32,ACSAC 2024,Evaluator 1,Single Sign-On Privacy: We Still Know What You Did Last Summer,https://secartifacts.github.io/acsac2024/results,https://sso-privacy-leak.info/,R,NOT FOUND,,sso-privacy.me does not exist (link in paper),n,x,not-found,,,,,,,,,,,,,,,,,,,,,not-found,not-found
31,ACSAC 2024,Evaluator 2,Robust Device Authentication in Multi-Node Networks: ML-Assisted Hybrid PLA Exploiting Hardware Impairments,https://secartifacts.github.io/acsac2024/results,https://github.com/PLA-AP/PLA/tree/main,R,,README.md,,y,y,46min,y,,,y,,,,,,y,y,y,y,,,,,,Windows 11/Ubuntu 22.04,,Single machine,"install conda, effort needed to resolve install "
30,ACSAC 2024,Evaluator 2,No Leakage Without State Change: Repurposing Configurable CPU Exceptions to Prevent Microarchitectural Attacks,https://secartifacts.github.io/acsac2024/results,https://github.com/cispa/irqguard,R,,README.md,,y,y,"NO: segfault when insmod, second trial halts the machine, dmesg indicate it might require a Intel cpu, not declared in README (40min)",y,,,,,,,,README,n,n,y,y,Intel x86 (at least PMU v4),,,,,Ubuntu (tested up to Linux kernel 5.15.0),,,install header manually
29,ACSAC 2024,Evaluator 2,FreeAuth: Privacy-Preserving Email Ownership Authentication with Verification-Email-Free,https://secartifacts.github.io/acsac2024/results,https://anonymous.4open.science/r/freeauth-543F/,R,NOT FOUND,,https://github.com/freeauth/freeauth,y2,y,NO: docker build fails returns code 2,y,,y,,,y,,,,n,y,n,y,,,,,,,,A28topo.py,install docker
28,ACSAC 2024,Evaluator 2,R+R: Revisiting Graph Matching Attacks on Privacy-Preserving Record Linkage,https://secartifacts.github.io/acsac2024/results,https://anonymous.4open.science/r/graphMatching-EBE5/,R,,README.md,,y,y,1h 3 min,y,,y,,,,,,,y,n,y,w,,>400GB (recommended) 32 (min.),,CUDA GPU >= 24 GB VRAM (recommended) no (min.),,,,A28topo.py,"machine without gpu does not work with docker, mixed instructions are confusing."
27,ACSAC 2024,Evaluator 2,VIMU: Effective Physics-based Realtime Detection and Recovery against Stealthy Attacks on UAVs,https://secartifacts.github.io/acsac2024/results,https://github.com/wangwwno1/Project-VIMU,R,,README.md,,y,n,"require .ova VM, .ova files hosted on Baidu, which forces registration",n,,,,,,,,VIMU VM AND Baseline VM,n,y,,,,,40GB ,,,Ubuntu 18.04/20.04,,Multiple VMs,
26,ACSAC 2024,Evaluator 2,SpecCFA: Enhancing Control Flow Attestation/Auditing via Application-Aware Sub-Path Speculation,https://secartifacts.github.io/acsac2024/results,https://github.com/RIT-CHAOS-SEC/SpecCFA,R,,README.md,,y,y,"require Vivado, which need GUI",n,,,,,y,,,,n,n,,,,,,,,,,Single machine,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,PETS 2020,Evaluator 1,PriFi: Low-Latency Anonymity for Organizational Networks,https://secartifacts.github.io/pets2020/results,https://github.com/dedis/prifi,R,README.md,,,y,y,5m,y,,y,,,,,y,,y,y,y,y,not-found,not-found,not-found,not-found,not-found,not-found,Go language (>,,
2,PETS 2020,Evaluator 1,dPHI: An improved high-speed network-layer anonymity protocol,https://secartifacts.github.io/pets2020/results,https://github.com/AlexB030/dPHI,R,README.md,,,y,y,20m,y,y,,,,y,,,,y,y,y,y,not-found,not-found,not-found,no,not-found,Ubuntu 18.04 Desktop,"build-essential, nasm, autoconf, libtool, git, Docker, Intel ISA-L crypto Library, curve25519-donna Library, Matlab",,"slight translation from their path to ours, runs w both Docker and without"
3,PETS 2020,Evaluator 1,Protecting against Website Fingerprinting with Multihoming,https://secartifacts.github.io/pets2020/results,https://github.com/sebhenri/HyWF,R,README.md,,,y,y,NO: python errored out,y,,,,y,,,,,y,y,y,y,not-found,not-found,not-found,not-found,not-found,not-found,"python 3.5, pip",,"python advanced, scikit-learn instead of sklearn, very manual install no scripts, just README, code breaks on scikit-learn, seems to error out"
4,PETS 2020,Evaluator 1,A Framework of Metrics for Differential Privacy from Local Sensitivity,https://secartifacts.github.io/pets2020/results,https://pleak.io/wiki/,F,"not git repo and indicates code access is protected, paper claims available but has no link",,,n,x,,,,,,,,,,,,,,,not-found,not-found,not-found,not-found,not-found,not-found,not-found,,
5,PETS 2020,Evaluator 1,https://github.com/amzn/differential-privacy-bayesian-optimization,https://secartifacts.github.io/pets2020/results,https://github.com/amzn/differential-privacy-bayesian-optimization,R,README.md,,,y,y,NO: python errored out,y,,,y,,,,,,y,y,y,n,not-found,not-found,not-found,yes,MXNet Gluon API,not-found,"Python 3.5/3.6/3.7, mxnet-cu92mkl, autodp, multiprocessing, psutil, botorch",,python errored out
6,PETS 2020,Evaluator 1,Secure Evaluation of Quantized Neural Networks,https://secartifacts.github.io/pets2020/results,https://github.com/anderspkd/SecureQ8,F,README.org,,,y,y,"NO: docker errors out during building, direct build also errors out on missing library even after it is installed",n,,y,,,,,,,y,y,,,36,not-found,not-found,no,not-found,Linux (Ubuntu 18.04+ or Amazon Linux 2),"Docker, Google flatbuffers, MP-SPDZ, Python, SSH",,docker errors out during building
7,PETS 2020,Evaluator 1,Tik-Tok: The Utility of Packet Timing in Website Fingerprinting Attacks,https://secartifacts.github.io/pets2020/results,https://github.com/msrocean/Tik_Tok,R,README.md,,,y,y,need GPU,n,,,,,,,,,,,,,not-found,not-found,not-found,yes,not-found,Ubuntu 16.04.5,"Python 3.6.x, Python3-venv, Keras 2.3.0, TensorFlow 1.14.0, CUDA 10.2, CuDNN 7",,
8,PETS 2020,Evaluator 1,Website Fingerprinting with Website Oracles,https://secartifacts.github.io/pets2020/results,https://github.com/pylls/wfwo,R,README.md,,,y,y,need GPU,n,,,,,,,,,,,,,not-found,not-found,not-found,yes,not-found,not-found,"Python 3.7.4, numpy, matplotlib",,
9,PETS 2020,Evaluator 1,Effective writing style transfer via combinatorial paraphrasing,https://secartifacts.github.io/pets2020/results,https://gitlab.com/ssg-research/mlsec/parchoice/,R,README.md,,,y,y,NO: python errored out,y,,,y,,,,,,y,n,y,y,not-found,not-found,not-found,not-found,not-found,not-found,"Python, Shell",,some python packages have evolved
10,PETS 2020,Evaluator 1,Differentially Private SQL with Bounded User Contribution,https://secartifacts.github.io/pets2020/results,https://github.com/google/differential-privacy,R,README.md,,,y-but-effort,y,"code is there but points to general tool no mention of artifact evaluation, artifact in zeta-sql in examples folder, runs in 10m",y,,,,,,,,Bazel,y,y,n,n,not-found,not-found,not-found,no,not-found,not-found,"Bazel, Bazelisk, Apache Beam, Apache Spark, ZetaSQL, Java, Go, Python, C++, Kotlin, Scala",,
11,PETS 2020,Evaluator 1,Mind the Gap: Ceremonies for Applied Secret Sharing,https://secartifacts.github.io/pets2020/results,https://git-crysp.uwaterloo.ca/ckomlo/VerifiableSecretSharing,F,README.md,,,y,y,5m,,,,,,,,,,,,,,not-found,not-found,not-found,not-found,not-found,not-found,"rust, cargo, rustc 1.38.0",,code is there but points to general tool no mention of artifact evaluation
12,PETS 2020,Evaluator 1,Tandem: Securing Keys by Using a Central Server While Preserving Privacy,https://secartifacts.github.io/pets2020/results,https://github.com/spring-epfl/tandem,R,README.md,,,y,y,5m,y,,y,,,y,,,VM image,y,y,y,y,not-found,not-found,not-found,not-found,not-found,Linux (Ubuntu),"Docker, Vagrant, build-essential, libgmp-dev, libsodium-dev, libssl-dev, cmake, RELIC, libpaillier, bhjl",,
13,PETS 2020,Evaluator 1,NoMoATS: Towards Automatic Detection of Mobile Tracking,https://secartifacts.github.io/pets2020/results,https://athinagroup.eng.uci.edu/projects/nomoads/,R,README.md,,,y,y,"NO: python errored out, VMWare requires GUI",y,,,,,y,,,VM image,y,y,y,y,not-found,not-found,not-found,not-found,not-found,not-found,"NoMoAds, NoMoATS",,
14,PETS 2020,Evaluator 1,The TV is Smart and Full of Trackers: Measuring Smart TV Advertising and Tracking,https://secartifacts.github.io/pets2020/results,https://athinagroup.eng.uci.edu/projects/smarttv/,F,README.md,,,y,y,data not code,n,,,,,,,,,,,,,not-found,not-found,not-found,not-found,not-found,not-found,"Rokustic, Firetastic, FingerprinTV",,
15,PETS 2020,Evaluator 1,Secure and Scalable Document Similarity on Distributed Databases: Differential Privacy to the Rescue,https://secartifacts.github.io/pets2020/results,https://github.com/schoppmp/private-knn,R,README.md,,,y,y,NO: bazel within docker errored out due to checksum mismatch,y,y,y,,,,,,Bazel Evaluator 2: add opam,y,y,y,n,not-found,not-found,not-found,not-found,not-found,"Ubuntu, Arch, Fedora","Bazel, git, boost, boost-lib, openssl, cmake, python2, python3, docker, ocaml, libgcrypt20-dev, ocaml-findlib, opam, m4, camlp4, ocamlfind, ocamlbuild, batteries, Obliv-C",,
16,PETS 2020,Evaluator 1,Protecting Private Inputs: Bounded Distortion Guarantees With Randomised Approximations,https://secartifacts.github.io/pets2020/results,https://github.com/pahfat/PoPETs2020.git,R,README.md,,,y,y,NO: python errored out,y,,,,y,,,,,y,y,y,y,not-found,not-found,not-found,not-found,not-found,not-found,not-found,,
17,PETS 2020,Evaluator 1,When Speakers Are All Ears: Characterizing Misactivations of IoT Smart Speakers,https://secartifacts.github.io/pets2020/results,https://github.com/djdubois/smart-speakers-study,R,README.md,,,y,y,10m,y,,,,,,,,VM image,y,y,y,n,not-found,not-found,not-found,not-found,not-found,Ubuntu 20.04,"MATLAB, Python, Shell",,
18,PETS 2020,Evaluator 1,A Tale of Two Trees: One Writes and Other Reads. Optimized Oblivious Accesses to Large-Scale Blockchains,https://secartifacts.github.io/pets2020/results,https://github.com/TEE-3/T3,R,README.md,,,y,y,"requires Intel SGX_SDK stack,",n,y,,,,y,,,,y,n,,,not-found,64,not-found,not-found,bitcoind RPC,64-bit Ubuntu 18.04,"Intel SGX_SDK, Zerotrace, Bitcoin_tools, bitcoind, bitcoin-api-cpp",,
19,PETS 2020,Evaluator 1,Explaining the Technology Use Behavior of Privacy-Enhancing Technologies: The Case of Tor and JonDonym,https://secartifacts.github.io/pets2020/results,https://pape.science/paper/HPR20pets/,F,README.md,,,y,,data not code,,,,,,,,,,,,,,not-found,not-found,not-found,not-found,not-found,not-found,"Tor, JonDonym",,
20,PETS 2020,Evaluator 1,A Comparative Measurement Study of Web Tracking on Mobile and Desktop Environments,https://secartifacts.github.io/pets2020/results,https://github.com/jun521ju/PETS2020_Web_Tracking,F,README.md,,,y,n,requires GUI (Evaluator 2: also the google drive is 404),n,,,,,,,,,,,,,not-found,not-found,not-found,not-found,not-found,not-found,Firefox,,
21,PETS 2020,Evaluator 1,The Privacy Policy Landscape After the GDPR,https://secartifacts.github.io/pets2020/results,https://github.com/wi-pi/GDPR,R,README.md,,,y,y,NO: conda errored out,y,,,y,,,,,,y,y,y,y,not-found,not-found,not-found,not-found,not-found,not-found,"Anaconda, Python 3.7.1, Spacy, en_core_web_lg, Jupyter Notebook",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ACSAC 2020,Evaluator 2,AVclass2: Massive Malware Tag Extraction from AV Labels,https://secartifacts.github.io/acsac2020/results,https://github.com/malicialab/avclass,R,,README.md,,y,y,12 min,y,,,,,,,,python package,y,y,y,y,,,,,,,Python 3,A51topo.py,
2,ACSAC 2020,Evaluator 2,Cupid : Automatic Fuzzer Selection for Collaborative Fuzzing,https://secartifacts.github.io/acsac2020/results,https://github.com/egueler/cupid-artifact-eval,R,repo is there but data not exist,README.md,,y,n," .ova missing, alternative dockerfile missing",n,,y,,,,,,.ova VM (missing),,,,,,,~100GB,,,Debian (VirtualBox image),"VirtualBox 6.1.12, Python 3.6.9+, Docker, screen",Single Machine,look for dockerfile alterniative in fineprint
3,ACSAC 2020,Evaluator 2,DPIFuzz: A Differential Fuzzing Framework to Detect DPI Elusion Strategies for QUIC,https://secartifacts.github.io/acsac2020/results,https://github.com/piano-man/DPIFuzz,R,,README.md,,y,y,51 min,y,,y,,,y,,,,y,n,y,n,,,,,,Linux,"tcpdump, docker, gcc, go, openssl",A51topo.py,"install docker, install golang, setup $GOPATH"
4,ACSAC 2020,Evaluator 2,Faulty Point Unit: ABI Poisoning Attacks on Intel SGX,https://secartifacts.github.io/acsac2020/results,https://github.com/fritzalder/faulty-point-unit,R,,README.md,,y,y,Require Intel CPU,n,,y,,,,,,,n,y,,,Intel processor with SGX support,8 threads,,,,Ubuntu 18.04 LTS,"Docker, Intel SGX-SDK",A51topo.py,"Install Docker, login to docker"
5,ACSAC 2020,Evaluator 2,HeapExpo: Pinpointing Promoted Pointers to Prevent Use-After-Free Vulnerabilities,https://secartifacts.github.io/acsac2020/results,https://github.com/messlabnyu/heap-expo/,R,,README.md,,y,n,NO: require unmentioned paid-to-access dataset to complete,y,y,,,,y,,,,n,n,n,n,16 cores,,22GB,,,Linux (Ubuntu 16.04),"Docker, llvm-10",,
6,ACSAC 2020,Evaluator 2,Practical Fine-Grained Binary Code Randomization+,https://secartifacts.github.io/acsac2020/results,http://seclab.cs.sunysb.edu/soumyakant/acsac-artifact.tar.gz,R,tar.gz bulk download without descriptive files,README.pdf,,y,y,require Virtualbox .ova vm install,n,,,,,,,,.ova VM,,,,,,,11GB,,,,,,
7,ACSAC 2020,Evaluator 2,RusTEE: Developing Memory-Safe ARM TrustZone Applications,https://secartifacts.github.io/acsac2020/results,https://github.com/sccommunity/rust-optee-trustzone-sdk,R,,README.md,,y,y,26 min,y,y,,,,y,,,,n,y,y,n,aarch64 or x86_64,,,,,Linux,"Docker, Rust, OP-TEE",A7topo.py,install docker
8,ACSAC 2020,Evaluator 2,SAIBERSOC: Synthetic Attack Injection to Benchmark and Evaluate the Performance of Security Operation Centers,https://secartifacts.github.io/acsac2020/results,https://gitlab.tue.nl/saibersoc/acsac2020-artifacts/,R,,README.md,,y,y,require Virtualbox .ova vm install,n,,,,,,,,.ova VM,,,,,,,,,,VirtualBox VM,"VirtualBox, Docker",Single Machine,
9,ACSAC 2020,Evaluator 2,Understanding User Perceptions of Security and Privacy for Group Chat: A Survey of Users in the US and UK,https://secartifacts.github.io/acsac2020/results,https://bitbucket.org/user-lab/oesch2020understanding/src/master/,R,,README.md,,y,y,12 min,y,,,,,,,,pipenv,y,n,n,n,,,,,,,"python >=3.8, pipenv",A51topo.py,install pipenv
10,ACSAC 2020,Evaluator 2,Up2Dep: Android Tool Support to Fix Insecure Code Dependencies,https://secartifacts.github.io/acsac2020/results,https://github.com/ngcuongst/up2dep,R,,README.md,,y,y,Require Andorid studio and GUI,n,,,,,,,,gui install,n,,,,,,,,,"Linux, Mac OS, Windows","Android Studio, Java JDK",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
